Nº Contrato|Contratado|Objeto do Contrato|Contratante|Valor do Contrato|
00004927|EDCON COMERCIO E CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DA OBRA DE CONCLUSÃO DA CONSTRUÇÃO DE 01 HUM CEI - PROINFÂNCIA TIPO B, NO MUNICÍPIO DE FORTALEZA.|FUNDO MUNICIPAL DE EDUCACAO|2.033.831,68|
00001810|EDCON COMERCIO E CONSTRUCOES LTDA|CONTRATO TEM COMO OBJETO A CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS COM FINS A EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 01 ESCOLA DE TEMPO INTEGRAL - ETI, COM ENDEREÇO NA RUA E, BAIRRO MONDUBIM, NO MUNICIPIO DE FORTALEZA.|FUNDO MUNICIPAL DE EDUCACAO|8.767.993,63|
00001808|EDCON COMERCIO E CONSTRUCOES LTDA|CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FINS A EXECUÇÃO DOS SERVIÇOS DE CONSTRUÇÃO DE 01 ESCOLA DE TEMPO INTEGRAL - ETI - COM ENDEREÇO A RUA CORONEL JOÃO OLIVEIRA BAIRRO MESSEJANA, NO MUNICÍPIO DE FORTALEZA - SER VI|FUNDO MUNICIPAL DE EDUCACAO|8.767.993,63|
00003264|EDITORA FORUM LTDA|RENOVAÇÃO DA ASSINATURA DOS PERIÓDICOS JURÍDICOS DA EDITORA FÓRUM LTDA., PARA COMPOSIÇÃO DO ACERVO DA BIBLIOTECA DA PGM.|FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO|13.335,00|
00004784|EDITORA PREMIUS LTDA|A AQUISIÇÃO DE 10 (DEZ) EXEMPLARES DO LIVRO “ESTATUTO DOS SERVIDORES PÚBLICOS DO MUNICÍPIO DE FORTALEZA ANOTADO” DE AUTORIA DE MÁRIO SALES CAVALCANTE, EM SUA MAIS RECENTE EDIÇÃO DE ACORDO COM O QUANTITATIVO PREVISTO NA INEXIGIBILIDADE DE LICITAÇÃO E DA PROPOSTA DA CONTRATADA.|SECRETARIA MUNICIPAL DA SEGURANCA CIDADA|550,00|
00004543|EDITORA PREMIUS LTDA|CONTRATO Nº 63/2016 - SEPOG/COJUR DE AQUISIÇÃO DE 100(CEM) EXEMPLARES DA OBRA ESTATUTO DOS SERVIDORES PÚBLICOS DO MUNICÍPIO DE FORTALEZA ANOTADO - 2ª EDIÇÃO DE AUTORIA DO PROCURADOR DO MUNICÍPIO DE FORTALEZA, MÁRIO SALES CAVALCANTE, PARA SEREM DISTRIBUÍDOS AOS ÓRGÃOS INTEGRANTES DA PMF, DE ACORDO COM O TERMO DE INEXIGIBILIDADE DE Nº 31/2016.|SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO  E GESTAO|5.500,00|
00004156|EDITORA REVISTA DOS TRIBUNAIS LTDA|RENOVAÇÃO DAS ASSINATURAS DOS PERIÓDICOS JURÍDICOS DA EDITORA REVISTA DOS TRIBUNAIS LTDA.|FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO|5.487,30|
00000281|EDITORA REVISTA DOS TRIBUNAIS LTDA|FORNECIMENTO DE 7 (SETE) ACESSOS À PLATAFORMA RT ONLINE, NOS TERMOS DA PROPOSTA APRESENTADA PELA CONTRATADA, PELO PERÍODO DE 12 (DOZE) MESES, A SEREM UTILIZADAS PELA PROCURADORIA GERAL DO MUNICÍPIO DE FORTALEZA|FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO|24.508,91|
00003727|EDITORA VERDES MARES LTDA|CONSTITUI OBJETO DO PRESENTE CONTRATO A AQUISIÇÃO DE ASSINATURA ANUAL DO JORNAL PERIÓDICO DIÁRIO DO NORDESTE COM ENTREGA DIÁRIA NA SEDE DA CONTRATANTE. OBJETO DO CONTRATO Nº 08/2016, DOM Nº 15821, DE 29/07/2016.|PROCURADORIA GERAL DO MUNICIPIO|599,00|
00000266|EDITORA VERDES MARES LTDA|CONSTITUI OBJETO DESTE CONTRATO A AQUISIÇÃO DE 09 (NOVE) ASSINATURAS DO JORNAL "DIÁRIO DO NORDESTE", PARA ACOMPANHAMENTO DE MATÉRIAS DE INTERESSE DO GABINETE DO PREFEITO, SENDO 05 (CINCO) EXEMPLARES A SEREM FORNECIDOS DE SEGUNDA-FEIRA A SÁBADO E 04 (QUATRO) EXEMPLARES A SEREM FORNECIDOS DE SEGUNDA-FEIRA A SEXTA-FEIRA.|GABINETE DO PREFEITO|4.892,00|
00002759|EDUARDO PAZ BARRETO FILHO ME|AQUISIÇÃO E RECARGA DE EXTINTORES.|DEPARTAMENTO MUNICIPAL DE PROTECAO E DEFESA DOS DIREITOS DO CONSUMIDOR|2.520,00|
00003528|EDUARDO PAZ BARRETO FILHO ME|CONSTITUI OBJETO DESTE CONTRATO AQUISIÇÃO E RECARGA DE EXTINTORES, PARA ATENDER À NECESSIDADES DO GABINETE DO PREFEITO E SUAS COORDENADORIAS, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL Nº 2144/2015 DO PREGÃO ELETRÔNICO Nº 156/2015, ESPECIFICADOS NO RELATÓRIO ANALÍTICO - ATA 0003/2016.|GABINETE DO PREFEITO|53.759,00|
00003521|EDUARDO PAZ BARRETO FILHO ME|AQUISIÇÃO E RECARGA DE EXTINTORES|SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO|3.020,00|
00003417|EDUARDO PAZ BARRETO FILHO ME|AQUISIÇÃO DE RECARGA DE EXTINTORES CONFORME ATA 03/2016, PE 156/2015 ,  CONTRATO 144/2016|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|2.982,00|
00004283|EDUARDO PAZ BARRETO FILHO ME|AQUISIÇÃO E RECARGA DE EXTINTORES - HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|15.747,00|
00003296|EDUARDO PAZ BARRETO FILHO ME|CONSTITUI OBJETO DESTE CONTRATO AQUISIÇÃO E RECARGA DE EXTINTORES, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL E NA PROPOSTA DA CONTRATADA.  TABELA-SÍNTESE DE REFERÊNCIA AOS QUANTITATIVOS RELATIVOS À SR IV, LOTE 01 E LOTE 02.|SECRETARIA REGIONAL IV|7.100,00|
00003524|EDUARDO PAZ BARRETO FILHO ME|CONSTITUI O OBJETO DESTE CONTRATO, AQUISIÇÃO E RECARGA DE EXTINTORES, NA QUALIDADE DELIMITADA NO RELATÓRIO ANALÍTICO DA ATA DE REGISTRO DE PREÇO Nº 03/2016, BEM COMO DE ACORDO COM A ESPECIFICAÇÕES PREVISTAS NO ANEXO I - TERMO DE REFERÊNCIA DO EDITAL Nº 2144/2015, PREGÃO ELETRÔNICO Nº 156/2015.|SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA|6.130,00|
00003370|EDUARDO PAZ BARRETO FILHO ME|REGISTRO DE PREÇOS, PARA FUTURAS E EVENTUAIS AQUISIÇÃO E RECARGAS DE EXTINTORES, PARA ATENDER AS NECESSIDADES DOS ÓRGÃOS E ENTIDADES DA PREFEITURA  LICITAÇÃO PREGÃO ELETRÔNICO N-156/2015.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|9.761,00|
00004896|ELEVADORES UNIÃO LTDA – EPP|CONSTITUTI OBJETO DO PRESENTE CONTRATO A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA PARA ELEVADOR PELO PERÍODO DE 04 (QUATRO) MESES, INCLUINDO FORNECIMENTO E APLICAÇÃO DE MATERIAIS DE CONSUMO, PEÇAS E/OU ACESSÓRIOS, NO ELEVADOR LOCALIZADO NO EQUIPAMENTO CULTURAL, VILA DAS ARTES, VINCULADO A ESTA SECRETARIA.|SECRETARIA MUNICIPAL DA CULTURA DE FORTALEZA|7.642,00|
00002262|ELI ALVES DE PAIVA|LOCAÇÃO DE IMÓVEL NÃO RESIDENCIAL, SITUADO A RUA JOSE QUEIROZ PORTO, N. 25 - PARANGABA, CEP 60.740-120, FORTALEZA/CE, DESTINADO PARA FUNCIONAMENTO DO CENTRO DE EDUCAÇÃO INFANTIL PROFESSOR JOSE VALDEVINO DE CARVALHO, UMA VEZ QUE O IMÓVEL ATENDE AS NECESSIDADES ESTRUTURAIS DO ORGÃO E ESTÁ LOCALIZADO DE FORMA A ATENDER, CONVENIENTEMENTE, AS INSTITUIÇÕES DO SISTEMA PÚBLICO MUNICIPAL DE ENSINO.|FUNDO MUNICIPAL DE EDUCACAO|34.440,00|
00000610|ELIETE LIMA DE ANDRADE|CONTRATAÇÃO DE PESSOA FÍSICA PARA LOCAÇÃO DE IMÓVEL SITO A RUA CÂNDIDO SABINO, Nº 160, CASA Nº 30, BAIRRO PAUPINA, NESTA CAPITAL, PARA FUNCIONAMENTO DA ESCOLA MUNICIPAL CONEGO FRANCISCO PEREIRA DA SILVA - UNIDADE II.|FUNDO MUNICIPAL DE EDUCACAO|62.640,00|
00001319|ELLO SERVICOS DE MAO DE OBRA LTDA|PRESTACAO DE SERVICOS CONTINUADOS DE MAO DE OBRA TERCEIRIZADA DE OPERACIONAL CUJOS EMPREGADOS SEJAM REGIDOS PELA CONSOLIDACAODAS LEIS TRABALHISTAS INCLUINDO FORNECIMENTO DE UNIF.E DE EPI PATENDER AS NECESSIDADES DA REDE MUNICIPAL DE ENSINO DE FORT.|FUNDO MUNICIPAL DE EDUCACAO|1.841.701,91|
00002051|ELLO SERVICOS DE MAO DE OBRA LTDA|CONTRATAÇÃO DE EMPRESA PESSOA JURÍDICA PARA A PRESTAÇÃO DE SERVIÇO MÃO DE OBRA TERCEIRIZADA.|AUTARQUIA DE REGULACAO, FISCALIZACAO E CONTROLE DOS SERVICOS PUBLICOS DE SANEAMENTO AMBIENTAL|2.097.823,20|
00001734|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PROCESSO PARA PAGAMENTO DE DESPESAS A PRESTACAO PELA ECT DE SSERVICO DE MALOTE QUE CONSISTE EM COLETA TRANSPORTE E ENTREGA DA CORRESPONDENCIA AGRUPADA.|INSTITUTO DE PESOS E MEDIDAS DE FORTALEZA|163.100,00|
00000869|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTACAO PELA ECT DE SERVICOS E VENDA DE PRODUTOS QUE ATENDAM AS NECESSIDADES DA GUARDAMUNICIPAL E DEFESA CIVIL DE FORTALEZA. CONTRATO N. 24/2013 - INEXIBILIDADE DE LICITACAO.|GUARDA MUNICIPAL DE FORTALEZA|8.400,00|
00000800|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|REF. A CONTRATACAO DOS CORREIOS POR INEXIGIBILIDADES PARA PRESTACAO DE SERVICOS DE POSTAGENS DE DOCUMENTOS DESTA SECRETARIA E SEUS EQUIPAMENTOS CULTURAIS.|SECRETARIA MUNICIPAL DE CULTURA DE FORTALEZA|8.500,00|
00000819|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTACAO PELA ECT DE SERVICOS POSTAIS QUE ATENDAM AS NECESSIDADES DA SECRETARIA SEUMA DE ACORDO COM AS PLANILHAS DE PRECOSE TARIFAS DA ECT QUE CONSTITUEM ANEXO DESTE CONTRATO N.9912359990 CONFORME PROCESSO SPU N.P167303/2014.|SECRETARIA MUNICIPAL DE URBANISMO E MEIO AMBIENTE|100.000,00|
00000819|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTACAO PELA ECT DE SERVICOS E VENDA DE PRODUTOS QUE ATEDAM AS NECESSIDADES DA SEDE DA SR IV PELO PERIODO DE 12 MESES APARTIR DA ASSINATURA DO CONTRATO.-CONTRATO N.03/2013.|SECRETARIA REGIONAL IV|42.000,00|
00000814|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTACAO PELA ECT DE SERVICOS E VENDA DE PRODUTOS QUE ATENDAM AS NECESSIDADES DA CONTRATANTE MEDIANTE ADESAO AOS ANEXOS DO INSTRUMENTO CONTRATUAL DE CADA EXECUCAO DOS SERVICOS OBS:CONTRATO MULTIPLO DE PRESTACAO DE SERVICOS-9912329083/13|SECRETARIA REGIONAL II|48.000,00|
00001387|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTACAO DE SERVICOS E VENDA DE PRODUTOS QUE ATENDAM AS NECESSIDADES DA SECRETARIA REGIONAL III.|SECRETARIA REGIONAL III|25.000,00|
00001418|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTACAO PELA ECT DE SERVICOS E VENDA DE PRODUTOS QUE ATENDAM AS NECESSIDADES DA REGIOANL V.|SECRETARIA REGIONAL V|50.000,00|
00002300|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTAÇÃO PELA ECT DE SERVIÇOS POSTAIS EXCLUSIVOS E VENDA DE PRODUTOS QUE ATENDAM AS NECESSIDADES DA CONTRATANTE|FUNDO MUNICIPAL DE EDUCACAO|299.620,00|
00002415|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTAÇÃO DE SERVIÇOS POSTAIS DIVERSOS E VENDA DE PRODUTOS QUE ATENDAM ÀS NECESSIDADES DA CONTRATANTE, CONFORME OS ANEXOS DO CONTRATO FIRMADO.|SECRETARIA MUNICIPAL DA SEGURANCA CIDADA|9.000,00|
00002266|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTAÇÃO PELA ECT DE SERVIÇOS E VENDA DE PRODUTOS QUE ATENDAM AS NECESSIDADES DA PGM COM RELAÇÃO A POSTAGENS.|PROCURADORIA GERAL DO MUNICIPIO|6.000,00|
00002697|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTAÇÃO, PELA ECT (EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS), DE SERVIÇOS E VENDA DE PRODUTOS, QUE ATENDAM ÀS NECESSIDADES DA CONTRATANTE, MEDIANTE ADESÃO AO(S) ANEXO(S) DESTE INSTRUMENTO CONTRATUAL QUE, INDIVIDUALMENTE, CARACTERIZA(M) CADA MODALIDADE ENVOLVIDA.|SECRETARIA REGIONAL DO CENTRO|9.960,00|
00002253|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTAÇÃO DE SERVIÇOS E VENDA DE PRODUTOS POSTAIS, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS NOS ANEXOS DO TERMO DE CONTRATO Nº 06/2014.|SECRETARIA MUNICIPAL DE ESPORTE E LAZER|5.854,00|
00000876|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|PRESTAÇÃO, PELA ECT, DE SERVIÇOS E VENDAS DE PRODUTOS, QUE ATENDAM AS 
NECESSIDADES DO IPM, MEDIANTE ADESÃO AOS ANEXOS DO CONTRATO.|INSTITUTO DE PREVIDENCIA DO MUNICIPIO - PREVFOR|200.000,00|
00002211|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTAÇÃO, PELA ECT, DE SERVIÇOS E VENDA DE PRODUTOS,
QUE ATENDAM ÀS NECESSIDADES DA CONTRATANTE, MEDIANTE ADESÃO AO(S) ANEXO(S) DESTE
INSTRUMENTO CONTRATUAL QUE, INDIVIDUALMENTE, CARACTERIZA(M) CADA MODALIDADE ENVOLVIDA.|DEPARTAMENTO MUNICIPAL DE PROTECAO E DEFESA DOS DIREITOS DO CONSUMIDOR|140.000,00|
00001675|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|SERVIÇOS DE ENTREGA DE CORRESPONDECIAS (CARTAS, SEDEX DOCUMENTOS E TELEGRAMA|AGENCIA DE FISCALIZACAO DE FORTALEZA|3.000,00|
00003454|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTAÇÃO, PELA ECT, DE SERVIÇOS POSTAIS EXCLUSIVOS, TAIS COMO: CARTA SIMPLES, CARTA REGISTRADA, CARTA REGISTRADA COM AVISO DE RECEBIMENTO — AR E OS SERVIÇOS DE TELEGRAMAS, NOS TERMOS DOS ARTIGOS 9º E 27O,, DA LEI Nº 6.538/78, QUE ATENDAM ÀS NECESSIDADE DA CONTRATANTE, MEDIANTE ADESÃO AO(S) ANEXO(S) DESTE INSTRUMENTO CONTRATUAL QUE, INDIVIDUALMENTE, CARACTERIZA(M) CADA MODALIDADE ENVOLVIDA.|SECRETARIA MUNICIPAL DA CIDADANIA E DIREITOS HUMANOS|5.000,00|
00003078|EMP. BRASILEIRA DE CORREIOS E TELEGRAFOS|O PRESENTE CONTRATO TEM POR OBJETO A PRESTAÇÃO PELA ECT, DE SERVIÇOS DE ENTREGA DE CORRESPONDÊNCIAS QUE ATENDAM ÁS NECESSIDADES DO IPEM/FORTALEZA|INSTITUTO DE PESOS E MEDIDAS|129.831,72|
00004373|EMPRESA BRASILEIRA DE TECNOLOGIA E ADM DE CONVENIO|SERVIÇO DE GERENCIAMENTO INFORMATIZADO DE COMBUSTÍVEIS,COM A UTILIZAÇÃO DE CARTÃO ELETRÔNICO.|INSTITUTO DE PESOS E MEDIDAS|165.198,90|
00001337|EMPRESA DE TEC DA INFORMACAO DO CEARA ETICE|CONTRATO DE PRESTACAO DE SERVICOS DE INFORMATICA INCLUINDO ACESSO AS REDES DE TELEINF. DE PROPRIED. DO GOV. DO ESTADO DO CEARAUTILIZACAO DE SISTEMAS DE INFORMACAO E BANCO DE DADOS CORPORAT.OU SETORIAIS CUJOS DADOS TRAFEGUEM PELAS REDES DE TELEINFORM.|FUNDO MUNICIPAL DE EDUCACAO|480.000,00|
00000307|EMPRESA JORNALISTICA O POVO S/A|PRESTAÇÃO DE SERVIÇOS, PELA A EMPRESA JORNALÍSTICA  O POVO S A. EM FAVOR DA ACFOR, DE FORNECIMENTO DE 1 (UMA) ASSINATURA ANUAL DO JORNAL O POVO|AUTARQUIA DE REGULACAO, FISCALIZACAO E CONTROLE DOS SERVICOS PUBLICOS DE SANEAMENTO AMBIENTAL|598,80|
00000161|ENEL|SALDO DO CONTRATO N. 10/2012 DOM 04.07.2012- PRESTACAO E UTILIAZACAO DO SERVICO PUBLICO DE ENERGIA ELETRICA ENTRE A DISTRIBUIDORA E O CONSUMIDOR CONDICOES DA ANEEL. CONTRATO ANTIGO 380 AMCORGAO 50.|SEC MUN CONSERVACAO E SERVICOS PUBLICOS|180.000.000,00|
00004445|ENEL|FORNECIMENTO DE ENERGIA ELÉTRICA SUBGRUPO TARIFÁRIO A4, MODALIDADE TARIFÁRIA HORÁRIA VERDE, CLASSE TARIFÁRIA PODER PÚBLICO, COM TENSÃO DE FORNECIMENTO 13.8 KV KV, TENSÃO DE MEDIÇÃO 380/220 V KV, POTÊNCIA DA SUBESTAÇÃO 225 KVA, CARGA INSTALADA 200 KW.|CENTRAL DE LICITACOES DA PREFEITURA DE FORTALEZA|90.000,00|
00000162|ENEL|CADASTRO COMPLEMENTAR DO CONTRATO N.09/2012 DOM 04.07.2012 SUPLEMENTAR (CONTRATO ANTIGO NO SISTEMA N. 379 ORGAO 50 AMC)- QUE TRATA DA PRESTACAO DE SERVICO PELA COELCE DE PROCESSAMENTO COBRANCA E ARRECADAO DA CIP CONTRIB. DE ILUMINACAO PUBLICA.|SEC MUN CONSERVACAO E SERVICOS PUBLICOS|33.480.000,00|
00000211|ENEL|ESTE INSTRUMENTO E SEU ANEXO I ("DAS CONDIÇÕES ESPECÍFICAS DO CONTRATO DE FORNECIMENTO DE ENERGIA ELÉTRICA") CONTÊM AS PRINCIPAIS CONDIÇÕES DA PRESTAÇÃO E UTILIZAÇÃO DO SERVIÇO PÚBLICO DE ENERGIA ELÉTRICA ENTRE A CONCESSIONÁRIA E O CONSUMIDOR, DE ACORDO COM AS CONDIÇÕES GERAIS DE FORNECIMENTO DE ENERGIA ELÉTRICA, SEM PREJUÍZO DOS DEMAIS REGULAMENTOS EXPEDIDOS PELA AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL.|INSTITUTO DE PLANEJAMENTO DE FORTALEZA|70.000,00|
00003742|ENEL|CONTRATAÇÃO DE EMPRESA PARA O FORNECIMENTO DE ENERGIA ELÉTRICA PARA O IPEM/FORTALEZA.|INSTITUTO DE PESOS E MEDIDAS|120.000,00|
00002306|ENEL|FORNECIMENTO DE ENERGIA ELÉTRICA PARA FUNDAÇÃO CITINOVA E CASA DE CULTURA DIGITAL DE FORTALEZA.|FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA|50.000,00|
00003812|ENEL|CONSTITUI O OBJETO DO PRESENTE INSTRUMENTO CONTRATUAL A PRESTAÇÃO E UTILIZAÇÃO DOS SERVIÇOS PÚBLICOS DE ENERGIA ELÉTRICA DE ACORDO COM AS CONDIÇÕES GERAIS DE FORNECIMENTO DE ENERGIA ELÉTRICA.|INSTITUTO DE PLANEJAMENTO DE FORTALEZA|200.000,00|
00004627|ENFERMED COMÉRCIO DE MATERIAIS MÉDICO-HOSPITALARES LTDA - EPP|AQUISIÇÕES DE MATERIAIS MÉDICOS HOSPITALARES  -  SONDAS|HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA|8.161,20|
00004585|ENFERMED COMÉRCIO DE MATERIAIS MÉDICO-HOSPITALARES LTDA - EPP|AQUISIÇÃO MATERIAL MÉDICO HOSPITALAR SONDAS NASOGÁSTRICAS E SONDAS PARA NUTRIÇÃO ENTERAL - HOSPITAL DISTRITAL MARIA JOSÉ BARROSO DE OLIVEIRA|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|6.801,00|
00002269|ENGEMIN ENGENHARIA E GEOLOGIA LTDA|ESTEIO ENGENHARIA E AEROLEVANTAMENTOS S/A|CONTRATO DE SERVIÇOS DE SUPERVISÃO TÉCNICA E AMBIENTAL DE OBRAS NO ÂMBITO DO PROGRAMA DE TRANSPORTE URBANO DE FORTALEZA II.|SECRETARIA MUNICIPAL DA INFRAESTRUTURA|11.810.941,79|
00004687|EQUILIBRIUM DISTRIBUIDORA DE MEDICAMENTOS EIRELI EPP|AQUISIÇÃO MATERIAL MÉDICO HOSPITALAR DISPOSITIVOS DE INFUSÃO E DRENO PARA ABASTECIMENTO DO HDMJBO.|HOSPITAL DISTRITAL  MARIA JOSE BARROSO DE OLIVEIRA|58.480,00|
00003850|EQUILIBRIUM DISTRIBUIDORA DE MEDICAMENTOS EIRELI EPP|CONTRATO PARA AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR (DISPOSITIVOS DE INFUSÃO E DRENO) CONFORME RP Nº 004/2016 PREGÃO ELETRÔNICO Nº 226/2015 E CONTRATO Nº 210/2016 - SMS.|HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA|26.530,00|
00004874|EQUILIBRIUM DISTRIBUIDORA DE MEDICAMENTOS EIRELI EPP|AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR(DISPOSITIVO DE INFUSÃO E DRENO)CONTRATO 210/2016, PREGÃO ELETRÔNICO 262/2015.|HOSPITAL DISTRITAL GONZAGA MOTA/MESSEJANA|36.520,00|
00003866|EQUILIBRIUM DISTRIBUIDORA DE MEDICAMENTOS EIRELI EPP|MAT.MEDICO|HOSPITAL DISTRITAL GONZAGA MOTA/JOSE WALTER|72.480,00|
00004558|EQUILIBRIUM DISTRIBUIDORA DE MEDICAMENTOS EIRELI EPP|CONSTITUI O OBJETO DESTE CONTRATO A AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR (DISPOSITIVOS DE INFUSÃO E DRENO), DESTINADOS AOS HOSPITAIS DA REDE  MUNICIPAL DE SAÚDE E SECRETARIA MUNICIPAL DE SAÚDE, DE ACORDO COM AS ESPECIFICAÇÕES E QUANTITATIVOS PREVISTOS DESTE CONTRATO E NA ATA DE REGISTRO DE PREÇOS N.004/2016, NA PROPOSTA DA CONTRATADA E CONFORME ANEXO ÚNICO AO PRESENTE CONTRATO|HOSPITAL DISTRITAL GONZAGA MOTA/BARRA DO CEARA|99.450,00|
00003892|EQUILIBRIUM DISTRIBUIDORA DE MEDICAMENTOS EIRELI EPP|REFERENTE AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR ATRAVES DA ARP  004/2016 PE 262/2015 CONTRATO 210/2016|HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO|58.140,00|
00004476|EQUIPECAS EQUIP. PECAS ACESS. P/REFRIGERACAO LTDA|CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE APARELHOS DE AR CONDICIONADO, PARA USO NA SEDE ADMINISTRATIVA DO CONSELHO TUTELAR REFERENCIAL, SITUADO NAS ÁREAS DE ABRANGÊNCIA DA REGIONAL VI.|SECRETARIA REGIONAL VI|7.893,00|
00001204|ESCOLA PROFISSIONAL PADRE JOAO PIAMARTA|CONTRATAÇÃO DE PESSOA JURIDICA PARA LOCAÇÃO DE IMOVEL NÃO RESIDENCIAL DESTINADO AO FUNCIONAMENTO DA ESCOLA MUNICIPAL PADRE FELICE PISTONE.|FUNDO MUNICIPAL DE EDUCACAO|178.624,68|
00001270|ESCOLA PROFISSIONAL PADRE JOAO PIAMARTA|LOCACAO DE IMOVEL NAO RESIDENCIAL DESTINADO AO FUNCIONAMENTO DA ESCOLA MUNICIPAL PADRE FELICE PISTONE - UNIDADE II UMA VEZ QUE O IMOVEL ATENDE AS NECESSIDADES ESTRUTURAIS DO ORGAO E ESTALOCALIZADO DE FORMA A ATENDER AO SISTEMA PUB.MUNIC.DE ENSINO|FUNDO MUNICIPAL DE EDUCACAO|36.600,00|
00001453|ESCRITA PUBLICIDADE PROPAGANDA E ASSESSORIA PUBLICA LTDA EPP|PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE DE TEXTOS LEGAIS E DE INTERESSE DESTE MUNICIPIO DE FORTALEZA EM JORNAIS NACIONAIS E LOCAIS,E AINDA ,EM DIÁRIOS OFICIAIS,DE ACORDO COM AS ESPECIFICAÇÕES CONTIDAS NO ANEXO I-TERMO DE REFERENCIA,OBJETIVANDO ATENDER AS NECESSIDADES DO MUNICIPIO DE FORTALEZA,ATRVÉS DA SECRETARIA MUNICIPAL DE GOVERNO.|SECRETARIA MUNICIPAL DE GOVERNO|675.198,00|
00003308|ESCRITA PUBLICIDADE PROPAGANDA E ASSESSORIA PUBLICA LTDA EPP|CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE PUBLICIDADE DE TEXTOS LEGAIS E DE INTERESSE DESTE MUNICÍPIO DE FORTALEZA EM JORNAIS NACIONAIS E LOCAIS, E AINDA, EM DIÁRIOS OFICIAIS, DE ACORDO COM AS ESPECIFICAÇÕES CONTIDAS NO ANEXO I - TERMO DE REFERÊNCIA, OBJETIVANDO ATENDER AS NECESSIDADES DO MUNICÍPIO DE FORTALEZA, ATRAVÉS DA CENTRAL DE LICITAÇÕES DA PREFEITURA DE FORTALEZA - CLFOR.|CENTRAL DE LICITACOES DA PREFEITURA DE FORTALEZA|724.186,80|
